method,g_steps,tau_steps,use_corrector,corrector,c_stepsize,c_steps,nfe,time_mean,time_var,time_skew,time_kurt,freq_mean,freq_var,freq_skew,freq_kurt,tag
tauleaping,0,30,True,mpf,0.1,1,57.0,0.0018965926727314,0.0001053037468122,0.0432369472453926,0.2811790205694573,0.0018965930095029,0.0016434327666938,0.4763150106779777,3.70061380181288,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0012885269848853,0.000296626485128,0.0543528235306036,0.2469011390131461,0.0012885268904664,0.002018754583966,0.6093362608089367,5.885026169001862,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0015599075640915,0.0001826133949026,0.0505231650241588,0.3226008247294537,0.0015599076649911,0.0021751965959379,0.568331308074358,3.424530134109708,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0015393985523246,0.0001331839386574,0.0481860717539719,0.5194833549821639,0.0015393995837371,0.0017227559709218,0.4356860730651617,3.4198204999459056,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0020040337084556,0.0003188501601297,0.0437743379670768,0.4451684767843902,0.0020040337898391,0.0021256997153625,0.3238055631053891,3.096497717769718,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0006603968305416,0.0003811676871639,0.0321935571965368,0.3134640405051449,0.0006603973508825,0.0012428558196159,0.515356606375962,4.152322689689759,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0014203895412243,0.0001061812063988,0.035457397419918,0.4027799261694769,0.0014203898579735,0.0005508642104085,0.3813575432895562,3.4357672427487715,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0012735703984478,0.0001840897665278,0.0455754883146986,0.4412590013865063,0.0012735704973904,0.0012656124240862,0.3394780521963906,2.5738263268943684,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0015661762819577,0.0001523118735956,0.0406477180685444,0.4933673320584288,0.0015661765262539,0.0022554830857995,0.5672093105745412,4.560044434925334,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.000918580403619,7.729653448290992e-05,0.0416447374515934,0.3523850710842264,0.0009185803391533,0.0018180886030396,0.2781671998244974,2.2361420334707227,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0013014106166462,8.88235466430198e-05,0.0358830847758159,0.2855105222031673,0.0013014108388257,0.0011045234600816,0.3941455974476284,4.36330744412039,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0013947039206694,9.818255930319176e-05,0.0632324288173956,0.5028830040981835,0.0013947039861399,0.0013276915463493,0.5105976714118571,3.502140318091382,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0008745790994748,0.0002246032759594,0.0325005978469558,0.3525417487786008,0.0008745796742338,0.0009555872243851,0.3774539552468764,2.7792463802884204,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0016529442067497,4.831206844775403e-05,0.0488734887912007,0.2649315368609479,0.0016529449574804,0.0004188520119639,0.3879443658364797,3.069863476959648,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0015011693434988,0.0002440534445478,0.0386520162014757,0.3488039508965894,0.0015011698231476,0.0021551387202052,0.4103497237014258,3.3035063281247825,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0016946981500272,0.00022102181311,0.0497681824602805,0.5044592514192838,0.0016946990587971,0.0016887008896404,0.4148104732348514,3.652270274767981,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0013278240124457,0.0001065850057634,0.037354428033418,0.6230764048305417,0.0013278237145813,0.0009854426043392,0.3465689681103893,3.4464973589119023,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.002231186082773,0.0001796470552834,0.0571837116937623,1.0151864059234097,0.0022311862308289,0.0019570153967466,0.4093911301500723,3.698300100285592,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0015151548370252,0.0002843306061293,0.0511514050819659,0.5062723628818707,0.0015151557599154,0.0013023995685701,0.440396093487501,5.112894499786549,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0010747942076187,9.324886063791792e-05,0.0324108259132589,0.2007465594633551,0.0010747946579173,0.0005285420989594,0.2821552164106924,3.117147158553702,tauleaping+1mpf-0.1
tauleaping,0,60,True,mpf,0.1,1,114.0,0.0008656705984381,0.0001004472456755,0.0237221776878131,0.3919348078895159,0.0008656707116806,0.0012586528508494,0.3877580342172919,4.079426755430761,tauleaping+1mpf-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0044057480434617,0.0022980451107061,0.8652280617470597,1.962306378110468,0.0044057604514163,0.009458330007604,1.0873266868338487,11.949850812268815,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0033854993167213,0.0023979587675805,0.7526476798760233,1.7856193626680112,0.0033855102690291,0.0080497832827901,1.0382323838662637,11.474343197031857,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0047306796898746,0.0028155588789014,0.832385560685372,1.5924982247781296,0.0047306919098668,0.0085050261371254,1.063148008963846,11.969348668198975,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0046248333129248,0.0024776789412657,0.9234601713084548,2.2290086069928545,0.00462484577552,0.0083233790584875,1.045953094216023,11.631914309186088,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0037909068939715,0.0027104452768809,0.8342978533206568,1.7582021744405003,0.003790918570469,0.0083927810316946,1.08302355315945,12.684459855610331,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0040340090480429,0.0019594916539583,0.8538627401641264,2.1310466960518566,0.0040340204218821,0.0088138730288949,1.0507523212634196,12.010121696781535,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0040300224041527,0.0021553412915664,0.9111804396502906,2.162486148333288,0.004030034311925,0.009597715315622,1.081263124843338,12.216613555721944,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0038244898702357,0.0026819601272234,0.787158519924038,1.7209612655436997,0.0038245017712136,0.0086911084775139,1.07293317765296,11.529701358748715,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0043758742833825,0.0025159516727103,0.8344507925711145,1.7667150337460735,0.0043758855856892,0.0091881462701264,1.1458019334819878,12.065287562726647,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0039321789811835,0.0023135136984243,0.8267932309313102,2.1037237309068018,0.0039321903622372,0.0082309946391246,1.0437686376398223,11.178539509182905,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0040941171465499,0.0025729485341137,0.8443453053771763,1.836563438208444,0.0040941293745839,0.0084203651248168,1.0916784273276074,11.47103733855411,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.003624759847107,0.0020413328976427,0.7950954253068637,2.083555268089142,0.0036247709028759,0.0085211552087468,1.0749387393429346,12.444174629352752,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0034685554211597,0.0021635557033295,0.9043749750407328,2.33120818200017,0.0034685661195623,0.0093399613793089,1.1189964835595103,10.962520159889785,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0045903169935323,0.0022281163627342,0.9029455448486632,2.2340987912228942,0.0045903290456209,0.0097907918352655,1.041607503945198,11.93576218279702,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0041131651862838,0.0021132424977266,0.8434801242578575,2.399745809653576,0.0041131768429043,0.0092525974134287,1.1356654639947033,12.277539244643831,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0043137330298127,0.0022718335414249,0.8139411103655205,1.996696425933543,0.0043137445931742,0.0090194151978977,1.0386717970365522,11.896658767558709,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0032549059376896,0.0022404792630257,0.955113501890028,2.069906882217836,0.0032549171632712,0.0083956814184015,1.0341838821078293,12.05380182716137,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0036494556308291,0.002097029855241,0.8945496497704379,2.2016560646599204,0.003649467075427,0.006895470234532,1.0571215037633417,12.41190732388158,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0039789593382113,0.0027612731730298,0.8490254495367872,1.7478507956556113,0.003978970844957,0.0081156047100684,1.053272393613907,12.232582745857082,tauleaping+1barker-0.1
tauleaping,0,20,True,barker,0.1,1,38.0,0.0042236488228356,0.0026856921611555,0.8171813636407036,1.815463235389289,0.0042236604299941,0.008127759897455,1.0610741953540923,12.709574891716764,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0026796576371182,0.0010860343945814,0.7788727896329334,2.626074819912289,0.0026796668935574,0.0057632647490273,1.027763072108333,10.994685765159035,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0026227969763277,0.0014554018275364,0.7569554976272604,2.5715511561112545,0.0026228059084154,0.0060962568660848,1.058114912570328,11.252555641981154,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0030828268051405,0.0010530638003415,0.6959036005786537,2.6205112610368544,0.0030828361797792,0.0067497129627656,0.970952784528813,10.72840625494992,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0029610863806883,0.0009886397279812,0.7415598995290646,2.989024392834141,0.0029610952970542,0.0070710228601253,0.9685911093933666,11.391548434998263,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0026597621339462,0.0012731714539654,0.7104994837043684,2.2011412380393462,0.0026597711966771,0.0063747809542775,1.062772053667156,11.344467358740305,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0030066641022442,0.0010153224264967,0.8215248410479039,3.123071762431113,0.0030066727062111,0.0064146755411913,1.056628255764912,11.684865307560868,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0028304635760755,0.0012918675521912,0.7117811024655446,2.552682913102435,0.0028304726086105,0.0064176330204065,1.0307999886150527,11.413845906800026,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0026352396294641,0.0011526356565227,0.7581991205205796,2.499454267428982,0.0026352480779009,0.0056879715589841,0.9415828349720508,11.020580447386129,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0026253180611933,0.0012114615086773,0.6798456572544733,2.5716915760698287,0.0026253267745399,0.0064129983003995,1.084536325223037,11.561333559884794,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0027191396672456,0.0013729132558638,0.638761244950032,2.1767448787101973,0.0027191486197225,0.0052734204767154,1.045695498879178,11.558432719184925,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0030000355370241,0.0013344077033611,0.7031000243925342,2.378721799971136,0.0030000445932777,0.005614837067811,1.0057053567622694,11.49760955270964,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0024053573890668,0.0012687364533203,0.7094913281846953,2.5753128279351274,0.0024053663421389,0.0055817565446374,0.981191084379056,11.722058969643228,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0033836290546825,0.0011049790330224,0.863518455440236,2.907620671879012,0.0033836384118332,0.0062769178103048,1.0819709781312026,11.343215650220303,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0026251744786116,0.0015047568816708,0.7089386126995404,2.2277574410946217,0.0026251838926872,0.0060209086629981,0.9912768211877157,10.888836640880031,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0033493197194758,0.0012439571899647,0.6906989959262989,2.4325590916983,0.0033493291502798,0.0063405721093359,0.98921010784942,11.45693362560418,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.002755449457687,0.00193111753207,0.5454866339051861,1.7849420199525958,0.0027554591485027,0.0073506064746564,1.0859785285662544,11.758528910081674,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0023415715650159,0.0015999910245711,0.6950352794000227,2.0402075452930384,0.0023415802179642,0.0065086750604977,1.1312488731343409,11.7580548865318,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0030841836256626,0.0015709052625804,0.7422876261972905,2.430199089672964,0.0030841927685019,0.0069536484845915,0.9929251305480372,11.4397527089288,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0028587336952833,0.0009448937347916,0.7354662522509379,2.973980594805455,0.0028587423323259,0.0081129279917403,1.0478793956604606,11.811616423789928,tauleaping+1barker-0.1
tauleaping,0,30,True,barker,0.1,1,57.0,0.0023555591296938,0.001083310688981,0.7871424057510097,2.870586481422842,0.002355568138618,0.0069178634507395,1.1157817945679127,12.19375765337598,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0010368546889337,0.0003539583026605,0.5920590545269772,2.901209533380198,0.0010368597832756,0.0051607610625977,1.01115426705637,10.083474228655872,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0014028641877482,0.0005237240501637,0.4312291603407763,2.0253337840109995,0.0014028693903554,0.0034021310179292,0.8538979876232894,9.263637981037103,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0012550621769548,0.0004138449857155,0.4823331719908525,2.7302944168312737,0.0012550670042913,0.0046142567655418,1.0353353196895436,10.149482832697974,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0017474658985778,0.0005878697181721,0.6172454775875469,2.5511196209048683,0.0017474724985303,0.0041320768186005,0.958471929625262,10.878694643538672,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0016168590844734,0.0004464767248043,0.5785790225157108,2.841990168752204,0.001616864347173,0.00444700553124,0.860750719196729,10.244367281443566,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0032046855776294,0.0002816969038054,0.550879991959208,3.609483695717117,0.0032046904121972,0.0056783016649987,0.9211553197304356,10.405837089876227,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0016522463535535,0.0003052222277388,0.4610554219270695,2.707363716362011,0.0016522508895745,0.0051047571376782,0.9987810611232564,10.720755192589658,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0016561419002791,0.0005137046377682,0.4758926349960525,2.4911432813574548,0.0016561475033953,0.0045827862036067,0.8792118431921782,9.724282102698025,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0017605213902307,0.0004018203251259,0.2947543348644348,2.013285275028445,0.0017605254984108,0.0040757320126355,0.8704759036543037,10.378916005347062,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0014346347175603,0.0006069230224056,0.4395361299276033,1.729456346651071,0.0014346399995917,0.0039194897325951,0.892254465399004,10.467866319710696,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0015075290823843,0.0004734399200976,0.5672093562246777,2.6967263766700493,0.0015075337842533,0.0046753272747739,0.939826216980922,9.866891522536122,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0012849596608568,0.0004555015679079,0.4503964752433596,2.3794675587880163,0.0012849648026497,0.0041618782124816,0.9581040023251104,9.98508127441226,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0017725521431013,0.0003553222923518,0.4100312798401573,2.36245177992056,0.0017725566957544,0.0046461380704451,0.9383426074911289,10.203982808855518,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0014871651456465,0.0005287738996821,0.5187519277912707,2.7397511053704267,0.0014871713462937,0.0039660992319584,0.9003798414111286,10.579420018132147,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0020885455644069,0.0003656853444862,0.4235117886145335,2.424395584462999,0.0020885503048256,0.00470244474742,0.976284821240571,10.21398082895546,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0016341106164846,0.0005274331751302,0.3545478032462731,2.129219422833038,0.0016341157979103,0.0036160655777595,0.9249970286079564,9.983561697018349,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0015508663052859,0.0003235059708528,0.4955124446058577,2.5908410979308147,0.0015508716719355,0.0048628954363425,0.9745531468021054,10.84391759527964,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0014776113407926,0.0003628018114541,0.4736645565140995,2.538622793192667,0.0014776160422854,0.0044174796267091,0.9714189861041196,10.280594922853242,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0011795521213262,0.0004118434914743,0.5390799789063337,3.0586712572847725,0.0011795566208491,0.0055823397644543,0.9881034628955504,10.246453816066358,tauleaping+1barker-0.1
tauleaping,0,60,True,barker,0.1,1,114.0,0.0018752229756602,0.000307876304087,0.5029722087682706,3.0311761845642047,0.0018752273366989,0.0047658286811605,0.9948093654555676,10.680964991762105,tauleaping+1barker-0.1
tauleaping,0,20,True,birthdeath,0.1,1,38.0,0.0044319361588881,0.0024765384267413,0.8749603132521313,1.858067456548249,0.0044319479816297,0.009484274191957,1.0608948224271304,12.16893408720531,tauleaping+1birthdeath-0.1
tauleaping,0,20,True,birthdeath,0.1,1,38.0,0.0037755911698541,0.0021279108447897,0.8367634612255226,2.055527907125329,0.0037756019918588,0.0086267602511065,1.0976060765650208,11.574672444573284,tauleaping+1birthdeath-0.1
tauleaping,0,20,True,birthdeath,0.1,1,38.0,0.0059105303900337,0.0027619985407073,0.9206657171386912,2.064096192913434,0.0059105432704078,0.0081175731240726,1.0176913901024802,12.441815832802828,tauleaping+1birthdeath-0.1
tauleaping,0,20,True,birthdeath,0.1,1,38.0,0.004674948263554,0.0022520983666652,0.9533246355372929,2.054638857384217,0.0046749609558938,0.0082083888880324,1.059739026956915,12.36153093909186,tauleaping+1birthdeath-0.1
